FREQ,Frequency,REF_AREA,Territory,DATA_TYPE,Indicator,ACCIDENT_LOCALIZATON,Localization of the accident,INTERSECTION,Intersection (DESC),TY_ROAD_ACCIDENT,Road accident type,RESULT,Result (DESC),PERSON_CLASS,Person class,AGE,Age (DESC),SEX,Sex (DESC),MONTH,Month (DESC),TIME_PERIOD,Observation
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2018,16
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2019,20
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2020,9
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2021,15
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2022,11
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2023,22
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,P,Passenger,TOTAL,Total,9,Total,99,Total,2024,18
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2010,14
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2011,12
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2012,16
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2013,13
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2014,11
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2015,14
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2016,15
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2017,21
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2018,22
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2019,12
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2020,15
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2021,9
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2022,10
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2023,13
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2024,11
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2010,138
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2011,104
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2012,123
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2013,98
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2014,101
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2015,94
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2016,117
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2017,100
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2018,127
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2019,104
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2020,61
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2021,85
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2022,74
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2023,109
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,9,Total,TOTAL,Total,9,Total,99,Total,2024,96
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2010,3560
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2011,3197
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2012,2846
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2013,2889
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2014,2758
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2015,2840
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2016,2989
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2017,2936
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2018,3024
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2019,2808
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2020,2083
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2021,2669
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2022,2856
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2023,2827
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,C,Driver,TOTAL,Total,9,Total,99,Total,2024,3100
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2010,1851
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2011,1701
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2012,1562
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2013,1583
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2014,1404
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2015,1602
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2016,1607
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2017,1644
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2018,1574
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2019,1449
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2020,961
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2021,1139
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2022,1296
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2023,1286
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,P,Passenger,TOTAL,Total,9,Total,99,Total,2024,1310
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2010,234
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2011,218
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2012,289
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2013,249
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2014,266
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2015,258
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2016,272
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2017,283
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2018,264
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2019,294
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2020,220
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2021,221
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2022,318
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2023,272
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2024,306
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2010,5645
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2011,5116
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2012,4697
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2013,4721
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2014,4428
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2015,4700
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2016,4868
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2017,4863
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2018,4862
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2019,4551
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2020,3264
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2021,4029
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2022,4470
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2023,4385
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,F,Injured,9,Total,TOTAL,Total,9,Total,99,Total,2024,4716
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2010,3650
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2011,3257
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2012,2931
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2013,2952
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2014,2822
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2015,2894
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2016,3063
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2017,2998
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2018,3113
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2019,2880
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2020,2120
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2021,2730
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2022,2909
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2023,2901
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,C,Driver,TOTAL,Total,9,Total,99,Total,2024,3167
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2010,1885
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2011,1733
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2012,1584
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2013,1605
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2014,1430
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2015,1628
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2016,1635
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2017,1661
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2018,1590
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2019,1469
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2020,970
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2021,1154
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2022,1307
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2023,1308
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,P,Passenger,TOTAL,Total,9,Total,99,Total,2024,1328
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2010,248
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2011,230
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2012,305
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2013,262
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2014,277
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2015,272
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2016,287
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2017,304
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2018,286
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2019,306
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2020,235
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2021,230
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2022,328
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2023,285
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,X,Pedestrian,TOTAL,Total,9,Total,99,Total,2024,317
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2010,5783
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2011,5220
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2012,4820
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2013,4819
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2014,4529
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2015,4794
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2016,4985
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2017,4963
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2018,4989
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2019,4655
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2020,3325
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2021,4114
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2022,4544
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2023,4494
A,Annual,ITF6,Calabria,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,9,Total,9,Total,TOTAL,Total,9,Total,99,Total,2024,4812
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2010,188
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2011,180
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2012,141
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2013,166
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2014,136
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2015,146
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2016,130
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2017,137
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2018,131
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2019,131
A,Annual,ITG1,Sicilia,KILLINJ,Killed and injured,9,Total,9,Total,9,Total,M,Killed,C,Driver,TOTAL,Total,9,Total,99,Total,2020,119
