Data values,Data description,Area code,Area name,Indicator,Notes
1.52,Rate per 100,W01000819,Mynydd-bach 3,Police recorded criminal damage per at-risk population,
,Rate per 100,W01000819,Mynydd-bach 3,Police recorded violence without injury per at-risk population,Confidential
0.56,Rate per 100,W01000819,Mynydd-bach 3,Police recorded stalking and harassment per at-risk population,
0.96,Rate per 100,W01000819,Mynydd-bach 3,Police recorded antisocial behaviour per at-risk population,
1.06,Rate per 100,W01000819,Mynydd-bach 3,Police recorded theft per at-risk population,
,Rate per 100,W01000819,Mynydd-bach 3,Police recorded burglary per residential dwelling,Confidential
0.16,Rate per 100,W01000819,Mynydd-bach 3,Fire incidents per at-risk population,
0.71,Rate per 100,W01000820,Mynydd-bach 4,Police recorded violence with injury per at-risk population,
1.02,Rate per 100,W01000820,Mynydd-bach 4,Police recorded public order offences per at-risk population,
0.9,Rate per 100,W01000820,Mynydd-bach 4,Police recorded criminal damage per at-risk population,
0.54,Rate per 100,W01000820,Mynydd-bach 4,Police recorded violence without injury per at-risk population,
0.64,Rate per 100,W01000820,Mynydd-bach 4,Police recorded stalking and harassment per at-risk population,
1.16,Rate per 100,W01000820,Mynydd-bach 4,Police recorded antisocial behaviour per at-risk population,
1.33,Rate per 100,W01000820,Mynydd-bach 4,Police recorded theft per at-risk population,
0.92,Rate per 100,W01000820,Mynydd-bach 4,Police recorded burglary per residential dwelling,
0.31,Rate per 100,W01000820,Mynydd-bach 4,Fire incidents per at-risk population,
0.56,Rate per 100,W01000821,Mynydd-bach 5,Police recorded violence with injury per at-risk population,
0.76,Rate per 100,W01000821,Mynydd-bach 5,Police recorded public order offences per at-risk population,
1.16,Rate per 100,W01000821,Mynydd-bach 5,Police recorded criminal damage per at-risk population,
0.59,Rate per 100,W01000821,Mynydd-bach 5,Police recorded violence without injury per at-risk population,
1,Rate per 100,W01000821,Mynydd-bach 5,Police recorded stalking and harassment per at-risk population,
0.64,Rate per 100,W01000821,Mynydd-bach 5,Police recorded antisocial behaviour per at-risk population,
1.08,Rate per 100,W01000821,Mynydd-bach 5,Police recorded theft per at-risk population,
0.7,Rate per 100,W01000821,Mynydd-bach 5,Police recorded burglary per residential dwelling,
0.35,Rate per 100,W01000821,Mynydd-bach 5,Fire incidents per at-risk population,
0.12,Rate per 100,W01000822,Mynydd-bach 6,Police recorded violence with injury per at-risk population,
,Rate per 100,W01000822,Mynydd-bach 6,Police recorded public order offences per at-risk population,Confidential
0.15,Rate per 100,W01000822,Mynydd-bach 6,Police recorded criminal damage per at-risk population,
0.1,Rate per 100,W01000822,Mynydd-bach 6,Police recorded violence without injury per at-risk population,
0.15,Rate per 100,W01000822,Mynydd-bach 6,Police recorded stalking and harassment per at-risk population,
,Rate per 100,W01000822,Mynydd-bach 6,Police recorded antisocial behaviour per at-risk population,Confidential
0.3,Rate per 100,W01000822,Mynydd-bach 6,Police recorded theft per at-risk population,
0.79,Rate per 100,W01000822,Mynydd-bach 6,Police recorded burglary per residential dwelling,
0.33,Rate per 100,W01000822,Mynydd-bach 6,Fire incidents per at-risk population,
,Rate per 100,W01000823,Mumbles 1,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000823,Mumbles 1,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01000823,Mumbles 1,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000823,Mumbles 1,Police recorded violence without injury per at-risk population,Confidential
0.36,Rate per 100,W01000823,Mumbles 1,Police recorded stalking and harassment per at-risk population,
0.32,Rate per 100,W01000823,Mumbles 1,Police recorded antisocial behaviour per at-risk population,
0.34,Rate per 100,W01000823,Mumbles 1,Police recorded theft per at-risk population,
,Rate per 100,W01000823,Mumbles 1,Police recorded burglary per residential dwelling,Confidential
0.02,Rate per 100,W01000823,Mumbles 1,Fire incidents per at-risk population,
0.28,Rate per 100,W01000824,Mumbles 2,Police recorded violence with injury per at-risk population,
0.38,Rate per 100,W01000824,Mumbles 2,Police recorded public order offences per at-risk population,
0.39,Rate per 100,W01000824,Mumbles 2,Police recorded criminal damage per at-risk population,
0.31,Rate per 100,W01000824,Mumbles 2,Police recorded violence without injury per at-risk population,
0.32,Rate per 100,W01000824,Mumbles 2,Police recorded stalking and harassment per at-risk population,
0.86,Rate per 100,W01000824,Mumbles 2,Police recorded antisocial behaviour per at-risk population,
0.61,Rate per 100,W01000824,Mumbles 2,Police recorded theft per at-risk population,
0.48,Rate per 100,W01000824,Mumbles 2,Police recorded burglary per residential dwelling,
0.14,Rate per 100,W01000824,Mumbles 2,Fire incidents per at-risk population,
0.35,Rate per 100,W01000825,Mumbles 3,Police recorded violence with injury per at-risk population,
0.56,Rate per 100,W01000825,Mumbles 3,Police recorded public order offences per at-risk population,
0.41,Rate per 100,W01000825,Mumbles 3,Police recorded criminal damage per at-risk population,
0.45,Rate per 100,W01000825,Mumbles 3,Police recorded violence without injury per at-risk population,
0.4,Rate per 100,W01000825,Mumbles 3,Police recorded stalking and harassment per at-risk population,
0.98,Rate per 100,W01000825,Mumbles 3,Police recorded antisocial behaviour per at-risk population,
1.08,Rate per 100,W01000825,Mumbles 3,Police recorded theft per at-risk population,
,Rate per 100,W01000825,Mumbles 3,Police recorded burglary per residential dwelling,Confidential
0.08,Rate per 100,W01000825,Mumbles 3,Fire incidents per at-risk population,
0.55,Rate per 100,W01000826,Mumbles 4,Police recorded violence with injury per at-risk population,
0.69,Rate per 100,W01000826,Mumbles 4,Police recorded public order offences per at-risk population,
0.49,Rate per 100,W01000826,Mumbles 4,Police recorded criminal damage per at-risk population,
0.39,Rate per 100,W01000826,Mumbles 4,Police recorded violence without injury per at-risk population,
0.45,Rate per 100,W01000826,Mumbles 4,Police recorded stalking and harassment per at-risk population,
1.86,Rate per 100,W01000826,Mumbles 4,Police recorded antisocial behaviour per at-risk population,
0.82,Rate per 100,W01000826,Mumbles 4,Police recorded theft per at-risk population,
,Rate per 100,W01000826,Mumbles 4,Police recorded burglary per residential dwelling,Confidential
0.32,Rate per 100,W01000826,Mumbles 4,Fire incidents per at-risk population,
,Rate per 100,W01000827,Mumbles 5,Police recorded violence with injury per at-risk population,Confidential
0.45,Rate per 100,W01000827,Mumbles 5,Police recorded public order offences per at-risk population,
0.56,Rate per 100,W01000827,Mumbles 5,Police recorded criminal damage per at-risk population,
,Rate per 100,W01000827,Mumbles 5,Police recorded violence without injury per at-risk population,Confidential
0.38,Rate per 100,W01000827,Mumbles 5,Police recorded stalking and harassment per at-risk population,
0.91,Rate per 100,W01000827,Mumbles 5,Police recorded antisocial behaviour per at-risk population,
0.71,Rate per 100,W01000827,Mumbles 5,Police recorded theft per at-risk population,
,Rate per 100,W01000827,Mumbles 5,Police recorded burglary per residential dwelling,Confidential
0.05,Rate per 100,W01000827,Mumbles 5,Fire incidents per at-risk population,
,Rate per 100,W01000828,Pen-clawdd 1,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000828,Pen-clawdd 1,Police recorded public order offences per at-risk population,Confidential
0.3,Rate per 100,W01000828,Pen-clawdd 1,Police recorded criminal damage per at-risk population,
,Rate per 100,W01000828,Pen-clawdd 1,Police recorded violence without injury per at-risk population,Confidential
,Rate per 100,W01000828,Pen-clawdd 1,Police recorded stalking and harassment per at-risk population,Confidential
0.57,Rate per 100,W01000828,Pen-clawdd 1,Police recorded antisocial behaviour per at-risk population,
0.29,Rate per 100,W01000828,Pen-clawdd 1,Police recorded theft per at-risk population,
,Rate per 100,W01000828,Pen-clawdd 1,Police recorded burglary per residential dwelling,Confidential
0.2,Rate per 100,W01000828,Pen-clawdd 1,Fire incidents per at-risk population,
0.3,Rate per 100,W01000829,Pen-clawdd 2,Police recorded violence with injury per at-risk population,
0.38,Rate per 100,W01000829,Pen-clawdd 2,Police recorded public order offences per at-risk population,
0.3,Rate per 100,W01000829,Pen-clawdd 2,Police recorded criminal damage per at-risk population,
0.28,Rate per 100,W01000829,Pen-clawdd 2,Police recorded violence without injury per at-risk population,
0.44,Rate per 100,W01000829,Pen-clawdd 2,Police recorded stalking and harassment per at-risk population,
0.45,Rate per 100,W01000829,Pen-clawdd 2,Police recorded antisocial behaviour per at-risk population,
0.37,Rate per 100,W01000829,Pen-clawdd 2,Police recorded theft per at-risk population,
,Rate per 100,W01000829,Pen-clawdd 2,Police recorded burglary per residential dwelling,Confidential
0.12,Rate per 100,W01000829,Pen-clawdd 2,Fire incidents per at-risk population,
1.35,Rate per 100,W01000830,Penderry 1,Police recorded violence with injury per at-risk population,
1.4,Rate per 100,W01000830,Penderry 1,Police recorded public order offences per at-risk population,
1.69,Rate per 100,W01000830,Penderry 1,Police recorded criminal damage per at-risk population,
1.06,Rate per 100,W01000830,Penderry 1,Police recorded violence without injury per at-risk population,
2.25,Rate per 100,W01000830,Penderry 1,Police recorded stalking and harassment per at-risk population,
3.03,Rate per 100,W01000830,Penderry 1,Police recorded antisocial behaviour per at-risk population,
0.93,Rate per 100,W01000830,Penderry 1,Police recorded theft per at-risk population,
,Rate per 100,W01000830,Penderry 1,Police recorded burglary per residential dwelling,Confidential
1.57,Rate per 100,W01000830,Penderry 1,Fire incidents per at-risk population,
1.62,Rate per 100,W01000831,Penderry 2,Police recorded violence with injury per at-risk population,
1.41,Rate per 100,W01000831,Penderry 2,Police recorded public order offences per at-risk population,
1.77,Rate per 100,W01000831,Penderry 2,Police recorded criminal damage per at-risk population,
1.19,Rate per 100,W01000831,Penderry 2,Police recorded violence without injury per at-risk population,
1.87,Rate per 100,W01000831,Penderry 2,Police recorded stalking and harassment per at-risk population,
1.39,Rate per 100,W01000831,Penderry 2,Police recorded antisocial behaviour per at-risk population,
1.62,Rate per 100,W01000831,Penderry 2,Police recorded theft per at-risk population,
1.18,Rate per 100,W01000831,Penderry 2,Police recorded burglary per residential dwelling,
0.6,Rate per 100,W01000831,Penderry 2,Fire incidents per at-risk population,
1.77,Rate per 100,W01000832,Penderry 3,Police recorded violence with injury per at-risk population,
1.19,Rate per 100,W01000832,Penderry 3,Police recorded public order offences per at-risk population,
1.93,Rate per 100,W01000832,Penderry 3,Police recorded criminal damage per at-risk population,
1.2,Rate per 100,W01000832,Penderry 3,Police recorded violence without injury per at-risk population,
2.49,Rate per 100,W01000832,Penderry 3,Police recorded stalking and harassment per at-risk population,
2.43,Rate per 100,W01000832,Penderry 3,Police recorded antisocial behaviour per at-risk population,
1.41,Rate per 100,W01000832,Penderry 3,Police recorded theft per at-risk population,
1.8,Rate per 100,W01000832,Penderry 3,Police recorded burglary per residential dwelling,
0.94,Rate per 100,W01000832,Penderry 3,Fire incidents per at-risk population,
2.04,Rate per 100,W01000833,Penderry 4,Police recorded violence with injury per at-risk population,
1.79,Rate per 100,W01000833,Penderry 4,Police recorded public order offences per at-risk population,
1.86,Rate per 100,W01000833,Penderry 4,Police recorded criminal damage per at-risk population,
1.85,Rate per 100,W01000833,Penderry 4,Police recorded violence without injury per at-risk population,
2.69,Rate per 100,W01000833,Penderry 4,Police recorded stalking and harassment per at-risk population,
1.39,Rate per 100,W01000833,Penderry 4,Police recorded antisocial behaviour per at-risk population,
1.51,Rate per 100,W01000833,Penderry 4,Police recorded theft per at-risk population,
1.29,Rate per 100,W01000833,Penderry 4,Police recorded burglary per residential dwelling,
0.78,Rate per 100,W01000833,Penderry 4,Fire incidents per at-risk population,
1.1,Rate per 100,W01000834,Penderry 5,Police recorded violence with injury per at-risk population,
1.1,Rate per 100,W01000834,Penderry 5,Police recorded public order offences per at-risk population,
1.22,Rate per 100,W01000834,Penderry 5,Police recorded criminal damage per at-risk population,
1.08,Rate per 100,W01000834,Penderry 5,Police recorded violence without injury per at-risk population,
1.85,Rate per 100,W01000834,Penderry 5,Police recorded stalking and harassment per at-risk population,
1.57,Rate per 100,W01000834,Penderry 5,Police recorded antisocial behaviour per at-risk population,
0.93,Rate per 100,W01000834,Penderry 5,Police recorded theft per at-risk population,
,Rate per 100,W01000834,Penderry 5,Police recorded burglary per residential dwelling,Confidential
0.71,Rate per 100,W01000834,Penderry 5,Fire incidents per at-risk population,
1.07,Rate per 100,W01000835,Penderry 6,Police recorded violence with injury per at-risk population,
1.15,Rate per 100,W01000835,Penderry 6,Police recorded public order offences per at-risk population,
1.33,Rate per 100,W01000835,Penderry 6,Police recorded criminal damage per at-risk population,
1.1,Rate per 100,W01000835,Penderry 6,Police recorded violence without injury per at-risk population,
1.33,Rate per 100,W01000835,Penderry 6,Police recorded stalking and harassment per at-risk population,
1.72,Rate per 100,W01000835,Penderry 6,Police recorded antisocial behaviour per at-risk population,
1.13,Rate per 100,W01000835,Penderry 6,Police recorded theft per at-risk population,
,Rate per 100,W01000835,Penderry 6,Police recorded burglary per residential dwelling,Confidential
0.53,Rate per 100,W01000835,Penderry 6,Fire incidents per at-risk population,
1.09,Rate per 100,W01000836,Penderry 7,Police recorded violence with injury per at-risk population,
1.24,Rate per 100,W01000836,Penderry 7,Police recorded public order offences per at-risk population,
1.03,Rate per 100,W01000836,Penderry 7,Police recorded criminal damage per at-risk population,
1.09,Rate per 100,W01000836,Penderry 7,Police recorded violence without injury per at-risk population,
1.56,Rate per 100,W01000836,Penderry 7,Police recorded stalking and harassment per at-risk population,
1.24,Rate per 100,W01000836,Penderry 7,Police recorded antisocial behaviour per at-risk population,
1.65,Rate per 100,W01000836,Penderry 7,Police recorded theft per at-risk population,
1.09,Rate per 100,W01000836,Penderry 7,Police recorded burglary per residential dwelling,
0.99,Rate per 100,W01000836,Penderry 7,Fire incidents per at-risk population,
0.21,Rate per 100,W01000837,Penllergaer 1,Police recorded violence with injury per at-risk population,
0.34,Rate per 100,W01000837,Penllergaer 1,Police recorded public order offences per at-risk population,
,Rate per 100,W01000837,Penllergaer 1,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000837,Penllergaer 1,Police recorded violence without injury per at-risk population,Confidential
0.22,Rate per 100,W01000837,Penllergaer 1,Police recorded stalking and harassment per at-risk population,
0.26,Rate per 100,W01000837,Penllergaer 1,Police recorded antisocial behaviour per at-risk population,
0.74,Rate per 100,W01000837,Penllergaer 1,Police recorded theft per at-risk population,
,Rate per 100,W01000837,Penllergaer 1,Police recorded burglary per residential dwelling,Confidential
0.18,Rate per 100,W01000837,Penllergaer 1,Fire incidents per at-risk population,
0.34,Rate per 100,W01000838,Penllergaer 2,Police recorded violence with injury per at-risk population,
0.32,Rate per 100,W01000838,Penllergaer 2,Police recorded public order offences per at-risk population,
0.32,Rate per 100,W01000838,Penllergaer 2,Police recorded criminal damage per at-risk population,
0.33,Rate per 100,W01000838,Penllergaer 2,Police recorded violence without injury per at-risk population,
0.65,Rate per 100,W01000838,Penllergaer 2,Police recorded stalking and harassment per at-risk population,
0.29,Rate per 100,W01000838,Penllergaer 2,Police recorded antisocial behaviour per at-risk population,
0.74,Rate per 100,W01000838,Penllergaer 2,Police recorded theft per at-risk population,
0.8,Rate per 100,W01000838,Penllergaer 2,Police recorded burglary per residential dwelling,
0.32,Rate per 100,W01000838,Penllergaer 2,Fire incidents per at-risk population,
,Rate per 100,W01000839,Pennard 1,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000839,Pennard 1,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01000839,Pennard 1,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000839,Pennard 1,Police recorded violence without injury per at-risk population,Confidential
,Rate per 100,W01000839,Pennard 1,Police recorded stalking and harassment per at-risk population,Confidential
,Rate per 100,W01000839,Pennard 1,Police recorded antisocial behaviour per at-risk population,Confidential
,Rate per 100,W01000839,Pennard 1,Police recorded theft per at-risk population,Confidential
,Rate per 100,W01000839,Pennard 1,Police recorded burglary per residential dwelling,Confidential
0.39,Rate per 100,W01000839,Pennard 1,Fire incidents per at-risk population,
,Rate per 100,W01000840,Pennard 2,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000840,Pennard 2,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01000840,Pennard 2,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000840,Pennard 2,Police recorded violence without injury per at-risk population,Confidential
,Rate per 100,W01000840,Pennard 2,Police recorded stalking and harassment per at-risk population,Confidential
0.35,Rate per 100,W01000840,Pennard 2,Police recorded antisocial behaviour per at-risk population,
0.35,Rate per 100,W01000840,Pennard 2,Police recorded theft per at-risk population,
,Rate per 100,W01000840,Pennard 2,Police recorded burglary per residential dwelling,Confidential
0.15,Rate per 100,W01000840,Pennard 2,Fire incidents per at-risk population,
0.46,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded violence with injury per at-risk population,
0.58,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded public order offences per at-risk population,
0.61,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded criminal damage per at-risk population,
0.57,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded violence without injury per at-risk population,
1.22,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded stalking and harassment per at-risk population,
0.96,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded antisocial behaviour per at-risk population,
0.65,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded theft per at-risk population,
,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Police recorded burglary per residential dwelling,Confidential
0.07,Rate per 100,W01000841,Gorseinon and Penyrheol 2,Fire incidents per at-risk population,
0.64,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded violence with injury per at-risk population,
0.59,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded public order offences per at-risk population,
0.38,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded criminal damage per at-risk population,
0.67,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded violence without injury per at-risk population,
0.64,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded stalking and harassment per at-risk population,
0.89,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded antisocial behaviour per at-risk population,
0.37,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded theft per at-risk population,
,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Police recorded burglary per residential dwelling,Confidential
0.44,Rate per 100,W01000842,Gorseinon and Penyrheol 3,Fire incidents per at-risk population,
,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded public order offences per at-risk population,Confidential
0.36,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded criminal damage per at-risk population,
0.33,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded violence without injury per at-risk population,
0.71,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded stalking and harassment per at-risk population,
,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded antisocial behaviour per at-risk population,Confidential
0.33,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded theft per at-risk population,
,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Police recorded burglary per residential dwelling,Confidential
0.1,Rate per 100,W01000843,Gorseinon and Penyrheol 4,Fire incidents per at-risk population,
0.62,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded violence with injury per at-risk population,
0.75,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded public order offences per at-risk population,
0.77,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded criminal damage per at-risk population,
0.64,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded violence without injury per at-risk population,
1.48,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded stalking and harassment per at-risk population,
0.95,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded antisocial behaviour per at-risk population,
0.47,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded theft per at-risk population,
,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Police recorded burglary per residential dwelling,Confidential
0.17,Rate per 100,W01000844,Gorseinon and Penyrheol 5,Fire incidents per at-risk population,
0.33,Rate per 100,W01000845,Pontarddulais 1,Police recorded violence with injury per at-risk population,
0.49,Rate per 100,W01000845,Pontarddulais 1,Police recorded public order offences per at-risk population,
0.27,Rate per 100,W01000845,Pontarddulais 1,Police recorded criminal damage per at-risk population,
0.3,Rate per 100,W01000845,Pontarddulais 1,Police recorded violence without injury per at-risk population,
0.57,Rate per 100,W01000845,Pontarddulais 1,Police recorded stalking and harassment per at-risk population,
0.55,Rate per 100,W01000845,Pontarddulais 1,Police recorded antisocial behaviour per at-risk population,
0.42,Rate per 100,W01000845,Pontarddulais 1,Police recorded theft per at-risk population,
,Rate per 100,W01000845,Pontarddulais 1,Police recorded burglary per residential dwelling,Confidential
0.31,Rate per 100,W01000845,Pontarddulais 1,Fire incidents per at-risk population,
0.72,Rate per 100,W01000846,Pontarddulais 2,Police recorded violence with injury per at-risk population,
0.86,Rate per 100,W01000846,Pontarddulais 2,Police recorded public order offences per at-risk population,
1.03,Rate per 100,W01000846,Pontarddulais 2,Police recorded criminal damage per at-risk population,
0.62,Rate per 100,W01000846,Pontarddulais 2,Police recorded violence without injury per at-risk population,
0.75,Rate per 100,W01000846,Pontarddulais 2,Police recorded stalking and harassment per at-risk population,
1.48,Rate per 100,W01000846,Pontarddulais 2,Police recorded antisocial behaviour per at-risk population,
0.95,Rate per 100,W01000846,Pontarddulais 2,Police recorded theft per at-risk population,
0.9,Rate per 100,W01000846,Pontarddulais 2,Police recorded burglary per residential dwelling,
0.34,Rate per 100,W01000846,Pontarddulais 2,Fire incidents per at-risk population,
0.49,Rate per 100,W01000847,Pontarddulais 3,Police recorded violence with injury per at-risk population,
0.49,Rate per 100,W01000847,Pontarddulais 3,Police recorded public order offences per at-risk population,
0.42,Rate per 100,W01000847,Pontarddulais 3,Police recorded criminal damage per at-risk population,
0.57,Rate per 100,W01000847,Pontarddulais 3,Police recorded violence without injury per at-risk population,
0.82,Rate per 100,W01000847,Pontarddulais 3,Police recorded stalking and harassment per at-risk population,
1.58,Rate per 100,W01000847,Pontarddulais 3,Police recorded antisocial behaviour per at-risk population,
0.51,Rate per 100,W01000847,Pontarddulais 3,Police recorded theft per at-risk population,
,Rate per 100,W01000847,Pontarddulais 3,Police recorded burglary per residential dwelling,Confidential
0.3,Rate per 100,W01000847,Pontarddulais 3,Fire incidents per at-risk population,
0.76,Rate per 100,W01000848,Pontarddulais 4,Police recorded violence with injury per at-risk population,
0.77,Rate per 100,W01000848,Pontarddulais 4,Police recorded public order offences per at-risk population,
0.63,Rate per 100,W01000848,Pontarddulais 4,Police recorded criminal damage per at-risk population,
0.82,Rate per 100,W01000848,Pontarddulais 4,Police recorded violence without injury per at-risk population,
1.41,Rate per 100,W01000848,Pontarddulais 4,Police recorded stalking and harassment per at-risk population,
1.43,Rate per 100,W01000848,Pontarddulais 4,Police recorded antisocial behaviour per at-risk population,
0.65,Rate per 100,W01000848,Pontarddulais 4,Police recorded theft per at-risk population,
,Rate per 100,W01000848,Pontarddulais 4,Police recorded burglary per residential dwelling,Confidential
0.22,Rate per 100,W01000848,Pontarddulais 4,Fire incidents per at-risk population,
1.1,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded violence with injury per at-risk population,
1.16,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded public order offences per at-risk population,
1.26,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded criminal damage per at-risk population,
0.87,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded violence without injury per at-risk population,
1.29,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded stalking and harassment per at-risk population,
2.17,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded antisocial behaviour per at-risk population,
1.43,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded theft per at-risk population,
1.2,Rate per 100,W01000849,St Thomas and Waterfront 1,Police recorded burglary per residential dwelling,
0.83,Rate per 100,W01000849,St Thomas and Waterfront 1,Fire incidents per at-risk population,
0.53,Rate per 100,W01000851,St Thomas 3,Police recorded violence with injury per at-risk population,
0.54,Rate per 100,W01000851,St Thomas 3,Police recorded public order offences per at-risk population,
0.51,Rate per 100,W01000851,St Thomas 3,Police recorded criminal damage per at-risk population,
0.43,Rate per 100,W01000851,St Thomas 3,Police recorded violence without injury per at-risk population,
0.98,Rate per 100,W01000851,St Thomas 3,Police recorded stalking and harassment per at-risk population,
0.74,Rate per 100,W01000851,St Thomas 3,Police recorded antisocial behaviour per at-risk population,
0.68,Rate per 100,W01000851,St Thomas 3,Police recorded theft per at-risk population,
,Rate per 100,W01000851,St Thomas 3,Police recorded burglary per residential dwelling,Confidential
0.73,Rate per 100,W01000851,St Thomas 3,Fire incidents per at-risk population,
0.55,Rate per 100,W01000852,St Thomas 4,Police recorded violence with injury per at-risk population,
0.67,Rate per 100,W01000852,St Thomas 4,Police recorded public order offences per at-risk population,
0.46,Rate per 100,W01000852,St Thomas 4,Police recorded criminal damage per at-risk population,
0.56,Rate per 100,W01000852,St Thomas 4,Police recorded violence without injury per at-risk population,
0.78,Rate per 100,W01000852,St Thomas 4,Police recorded stalking and harassment per at-risk population,
0.48,Rate per 100,W01000852,St Thomas 4,Police recorded antisocial behaviour per at-risk population,
1.11,Rate per 100,W01000852,St Thomas 4,Police recorded theft per at-risk population,
,Rate per 100,W01000852,St Thomas 4,Police recorded burglary per residential dwelling,Confidential
0.43,Rate per 100,W01000852,St Thomas 4,Fire incidents per at-risk population,
0.31,Rate per 100,W01000853,Sketty 1,Police recorded violence with injury per at-risk population,
0.33,Rate per 100,W01000853,Sketty 1,Police recorded public order offences per at-risk population,
,Rate per 100,W01000853,Sketty 1,Police recorded criminal damage per at-risk population,Confidential
0.28,Rate per 100,W01000853,Sketty 1,Police recorded violence without injury per at-risk population,
0.65,Rate per 100,W01000853,Sketty 1,Police recorded stalking and harassment per at-risk population,
0.51,Rate per 100,W01000853,Sketty 1,Police recorded antisocial behaviour per at-risk population,
0.54,Rate per 100,W01000853,Sketty 1,Police recorded theft per at-risk population,
,Rate per 100,W01000853,Sketty 1,Police recorded burglary per residential dwelling,Confidential
0.07,Rate per 100,W01000853,Sketty 1,Fire incidents per at-risk population,
0.66,Rate per 100,W01000854,Sketty 2,Police recorded violence with injury per at-risk population,
0.39,Rate per 100,W01000854,Sketty 2,Police recorded public order offences per at-risk population,
0.41,Rate per 100,W01000854,Sketty 2,Police recorded criminal damage per at-risk population,
0.96,Rate per 100,W01000854,Sketty 2,Police recorded violence without injury per at-risk population,
0.4,Rate per 100,W01000854,Sketty 2,Police recorded stalking and harassment per at-risk population,
,Rate per 100,W01000854,Sketty 2,Police recorded antisocial behaviour per at-risk population,Confidential
0.61,Rate per 100,W01000854,Sketty 2,Police recorded theft per at-risk population,
,Rate per 100,W01000854,Sketty 2,Police recorded burglary per residential dwelling,Confidential
0.15,Rate per 100,W01000854,Sketty 2,Fire incidents per at-risk population,
,Rate per 100,W01000855,Sketty 3,Police recorded violence with injury per at-risk population,Confidential
,Rate per 100,W01000855,Sketty 3,Police recorded public order offences per at-risk population,Confidential
,Rate per 100,W01000855,Sketty 3,Police recorded criminal damage per at-risk population,Confidential
,Rate per 100,W01000855,Sketty 3,Police recorded violence without injury per at-risk population,Confidential
,Rate per 100,W01000855,Sketty 3,Police recorded stalking and harassment per at-risk population,Confidential
,Rate per 100,W01000855,Sketty 3,Police recorded antisocial behaviour per at-risk population,Confidential
0.48,Rate per 100,W01000855,Sketty 3,Police recorded theft per at-risk population,
,Rate per 100,W01000855,Sketty 3,Police recorded burglary per residential dwelling,Confidential
0.07,Rate per 100,W01000855,Sketty 3,Fire incidents per at-risk population,
1.18,Rate per 100,W01000856,Sketty 4,Police recorded violence with injury per at-risk population,
